DATE,ROUCCUSMA02STM_NBD19600101
1960-01-01,100.00000
1960-02-01,100.00000
1960-03-01,100.00000
1960-04-01,100.00000
1960-05-01,100.00000
1960-06-01,100.00000
1960-07-01,100.00000
1960-08-01,100.00000
1960-09-01,100.00000
1960-10-01,100.00000
1960-11-01,100.00000
1960-12-01,100.00000
1961-01-01,100.00000
1961-02-01,100.00000
1961-03-01,100.00000
1961-04-01,100.00000
1961-05-01,100.00000
1961-06-01,100.00000
1961-07-01,100.00000
1961-08-01,100.00000
1961-09-01,100.00000
1961-10-01,100.00000
1961-11-01,100.00000
1961-12-01,100.00000
1962-01-01,100.00000
1962-02-01,100.00000
1962-03-01,100.00000
1962-04-01,100.00000
1962-05-01,100.00000
1962-06-01,100.00000
1962-07-01,100.00000
1962-08-01,100.00000
1962-09-01,100.00000
1962-10-01,100.00000
1962-11-01,100.00000
1962-12-01,100.00000
1963-01-01,100.00000
1963-02-01,100.00000
1963-03-01,100.00000
1963-04-01,100.00000
1963-05-01,100.00000
1963-06-01,100.00000
1963-07-01,100.00000
1963-08-01,100.00000
1963-09-01,100.00000
1963-10-01,100.00000
1963-11-01,100.00000
1963-12-01,100.00000
1964-01-01,100.00000
1964-02-01,100.00000
1964-03-01,100.00000
1964-04-01,100.00000
1964-05-01,100.00000
1964-06-01,100.00000
1964-07-01,100.00000
1964-08-01,100.00000
1964-09-01,100.00000
1964-10-01,100.00000
1964-11-01,100.00000
1964-12-01,100.00000
1965-01-01,100.00000
1965-02-01,100.00000
1965-03-01,100.00000
1965-04-01,100.00000
1965-05-01,100.00000
1965-06-01,100.00000
1965-07-01,100.00000
1965-08-01,100.00000
1965-09-01,100.00000
1965-10-01,100.00000
1965-11-01,100.00000
1965-12-01,100.00000
1966-01-01,100.00000
1966-02-01,100.00000
1966-03-01,100.00000
1966-04-01,100.00000
1966-05-01,100.00000
1966-06-01,100.00000
1966-07-01,100.00000
1966-08-01,100.00000
1966-09-01,100.00000
1966-10-01,100.00000
1966-11-01,100.00000
1966-12-01,100.00000
1967-01-01,100.00000
1967-02-01,100.00000
1967-03-01,100.00000
1967-04-01,100.00000
1967-05-01,100.00000
1967-06-01,100.00000
1967-07-01,100.00000
1967-08-01,100.00000
1967-09-01,100.00000
1967-10-01,100.00000
1967-11-01,100.00000
1967-12-01,100.00000
1968-01-01,100.00000
1968-02-01,100.00000
1968-03-01,100.00000
1968-04-01,100.00000
1968-05-01,100.00000
1968-06-01,100.00000
1968-07-01,100.00000
1968-08-01,100.00000
1968-09-01,100.00000
1968-10-01,100.00000
1968-11-01,100.00000
1968-12-01,100.00000
1969-01-01,100.00000
1969-02-01,100.00000
1969-03-01,100.00000
1969-04-01,100.00000
1969-05-01,100.00000
1969-06-01,100.00000
1969-07-01,100.00000
1969-08-01,100.00000
1969-09-01,100.00000
1969-10-01,100.00000
1969-11-01,100.00000
1969-12-01,100.00000
1970-01-01,100.00000
1970-02-01,100.00000
1970-03-01,100.00000
1970-04-01,100.00000
1970-05-01,100.00000
1970-06-01,100.00000
1970-07-01,100.00000
1970-08-01,100.00000
1970-09-01,100.00000
1970-10-01,100.00000
1970-11-01,100.00000
1970-12-01,100.00000
1971-01-01,100.00000
1971-02-01,100.00000
1971-03-01,100.00000
1971-04-01,100.00000
1971-05-01,100.00000
1971-06-01,100.00000
1971-07-01,100.00000
1971-08-01,100.00000
1971-09-01,100.00000
1971-10-01,100.00000
1971-11-01,100.00000
1971-12-01,100.00000
1972-01-01,92.16667
1972-02-01,92.16667
1972-03-01,92.16667
1972-04-01,92.16667
1972-05-01,92.16667
1972-06-01,92.16667
1972-07-01,92.16667
1972-08-01,92.16667
1972-09-01,92.16667
1972-10-01,92.16667
1972-11-01,92.16667
1972-12-01,92.16667
1973-01-01,92.16667
1973-02-01,333.33333
1973-03-01,333.33333
1973-04-01,333.33333
1973-05-01,333.33333
1973-06-01,333.33333
1973-07-01,333.33333
1973-08-01,333.33333
1973-09-01,333.33333
1973-10-01,333.33333
1973-11-01,333.33333
1973-12-01,333.33333
1974-01-01,333.33333
1974-02-01,333.33333
1974-03-01,333.33333
1974-04-01,333.33333
1974-05-01,333.33333
1974-06-01,333.33333
1974-07-01,333.33333
1974-08-01,333.33333
1974-09-01,333.33333
1974-10-01,333.33333
1974-11-01,333.33333
1974-12-01,333.33333
1975-01-01,333.33333
1975-02-01,333.33333
1975-03-01,333.33333
1975-04-01,333.33333
1975-05-01,333.33333
1975-06-01,333.33333
1975-07-01,333.33333
1975-08-01,333.33333
1975-09-01,333.33333
1975-10-01,333.33333
1975-11-01,333.33333
1975-12-01,333.33333
1976-01-01,333.33333
1976-02-01,333.33333
1976-03-01,333.33333
1976-04-01,333.33333
1976-05-01,333.33333
1976-06-01,333.33333
1976-07-01,333.33333
1976-08-01,333.33333
1976-09-01,333.33333
1976-10-01,333.33333
1976-11-01,333.33333
1976-12-01,333.33333
1977-01-01,333.33333
1977-02-01,333.33333
1977-03-01,333.33333
1977-04-01,333.33333
1977-05-01,333.33333
1977-06-01,333.33333
1977-07-01,333.33333
1977-08-01,333.33333
1977-09-01,333.33333
1977-10-01,333.33333
1977-11-01,333.33333
1977-12-01,333.33333
1978-01-01,333.33333
1978-02-01,333.33333
1978-03-01,305.38333
1978-04-01,300.00000
1978-05-01,300.00000
1978-06-01,300.00000
1978-07-01,300.00000
1978-08-01,300.00000
1978-09-01,300.00000
1978-10-01,300.00000
1978-11-01,300.00000
1978-12-01,300.00000
1979-01-01,300.00000
1979-02-01,300.00000
1979-03-01,300.00000
1979-04-01,300.00000
1979-05-01,300.00000
1979-06-01,300.00000
1979-07-01,300.00000
1979-08-01,300.00000
1979-09-01,300.00000
1979-10-01,300.00000
1979-11-01,300.00000
1979-12-01,300.00000
1980-01-01,300.00000
1980-02-01,300.00000
1980-03-01,300.00000
1980-04-01,300.00000
1980-05-01,300.00000
1980-06-01,300.00000
1980-07-01,300.00000
1980-08-01,300.00000
1980-09-01,300.00000
1980-10-01,300.00000
1980-11-01,300.00000
1980-12-01,300.00000
1981-01-01,250.00000
1981-02-01,250.00000
1981-03-01,250.00000
1981-04-01,250.00000
1981-05-01,250.00000
1981-06-01,250.00000
1981-07-01,250.00000
1981-08-01,250.00000
1981-09-01,250.00000
1981-10-01,250.00000
1981-11-01,250.00000
1981-12-01,250.00000
1982-01-01,250.00000
1982-02-01,250.00000
1982-03-01,250.00000
1982-04-01,250.00000
1982-05-01,250.00000
1982-06-01,250.00000
1982-07-01,250.00000
1982-08-01,250.00000
1982-09-01,250.00000
1982-10-01,250.00000
1982-11-01,250.00000
1982-12-01,250.00000
1983-01-01,275.00000
1983-02-01,275.00000
1983-03-01,275.00000
1983-04-01,275.00000
1983-05-01,275.00000
1983-06-01,275.00000
1983-07-01,292.16667
1983-08-01,297.51667
1983-09-01,298.68333
1983-10-01,295.33333
1983-11-01,298.50000
1983-12-01,303.50000
1984-01-01,363.83333
1984-02-01,360.66667
1984-03-01,353.00000
1984-04-01,354.31667
1984-05-01,362.96667
1984-06-01,363.01667
1984-07-01,371.41667
1984-08-01,374.78333
1984-09-01,382.53333
1984-10-01,389.45000
1984-11-01,287.15000
1984-12-01,292.90000
1985-01-01,298.18333
1985-02-01,303.13333
1985-03-01,308.98333
1985-04-01,294.65000
1985-05-01,294.51667
1985-06-01,291.53333
1985-07-01,284.48333
1985-08-01,276.70000
1985-09-01,279.76667
1985-10-01,267.70000
1985-11-01,266.40000
1985-12-01,262.23333
1986-01-01,258.01667
1986-02-01,255.61667
1986-03-01,281.53333
1986-04-01,296.41667
1986-05-01,289.33333
1986-06-01,292.25000
1986-07-01,266.66667
1986-08-01,259.81667
1986-09-01,257.90000
1986-10-01,256.93333
1986-11-01,259.20000
1986-12-01,257.00000
1987-01-01,250.28333
1987-02-01,245.33333
1987-03-01,245.50000
1987-04-01,243.71667
1987-05-01,240.66667
1987-06-01,243.18333
1987-07-01,244.83333
1987-08-01,246.88333
1987-09-01,242.63333
1987-10-01,243.45000
1987-11-01,234.55000
1987-12-01,230.36667
1988-01-01,229.53333
1988-02-01,233.88333
1988-03-01,233.26667
1988-04-01,231.40000
1988-05-01,232.66667
1988-06-01,236.55000
1988-07-01,243.21667
1988-08-01,247.06667
1988-09-01,247.01667
1988-10-01,245.33333
1988-11-01,238.43333
1988-12-01,237.01667
1989-01-01,242.58333
1989-02-01,244.60000
1989-03-01,245.63333
1989-04-01,247.48333
1989-05-01,251.33333
1989-06-01,256.63333
1989-07-01,250.65000
1989-08-01,250.36667
1989-09-01,254.66667
1989-10-01,249.56667
1989-11-01,247.43333
1989-12-01,243.36667
1990-01-01,238.75000
1990-02-01,349.33333
1990-03-01,353.06667
1990-04-01,351.81667
1990-05-01,346.68333
1990-06-01,347.73333
1990-07-01,342.40000
1990-08-01,335.45000
1990-09-01,331.56667
1990-10-01,328.18333
1990-11-01,582.20000
1990-12-01,579.23333
1991-01-01,569.03333
1991-02-01,575.50000
1991-03-01,597.45000
1991-04-01,992.23333
1991-05-01,1003.20000
1991-06-01,1019.01667
1991-07-01,1035.03333
1991-08-01,1015.81667
1991-09-01,1011.33333
1991-10-01,999.00000
1991-11-01,3362.33333
1991-12-01,3097.50000
1992-01-01,3248.50000
1992-02-01,3293.33333
1992-03-01,3300.00000
1992-04-01,3306.33333
1992-05-01,3726.66667
1992-06-01,4355.33333
1992-07-01,5823.16667
1992-08-01,6254.00000
1992-09-01,6735.66667
1992-10-01,7166.66667
1992-11-01,7166.66667
1992-12-01,7214.33333
1993-01-01,7835.00000
1993-02-01,8508.33333
1993-03-01,9767.33333
1993-04-01,10061.83334
1993-05-01,10357.16667
1993-06-01,11475.00000
1993-07-01,12808.33334
1993-08-01,13476.50000
1993-09-01,14500.00000
1993-10-01,16409.50000
1993-11-01,17797.66667
1993-12-01,19013.50000
1994-01-01,23119.33334
1994-02-01,24891.66667
1994-03-01,26688.33334
1994-04-01,27845.16667
1994-05-01,27620.66667
1994-06-01,27784.83334
1994-07-01,28095.16667
1994-08-01,28130.50000
1994-09-01,28784.83334
1994-10-01,29215.83334
1994-11-01,29275.83334
1994-12-01,29565.00000
1995-01-01,29600.00000
1995-02-01,29980.83334
1995-03-01,30542.83334
1995-04-01,31082.50001
1995-05-01,31853.00001
1995-06-01,32597.00001
1995-07-01,33238.16667
1995-08-01,34098.50001
1995-09-01,35004.83334
1995-10-01,36103.00001
1995-11-01,39921.16667
1995-12-01,42633.33334
1996-01-01,43320.66667
1996-02-01,46550.83334
1996-03-01,47877.00001
1996-04-01,48519.00001
1996-05-01,48840.16667
1996-06-01,49800.00001
1996-07-01,51053.66668
1996-08-01,52398.50001
1996-09-01,53353.16668
1996-10-01,54929.00001
1996-11-01,57970.00001
1996-12-01,62231.50001
1997-01-01,82723.33335
1997-02-01,114928.33335
1997-03-01,120598.33335
1997-04-01,117475.33335
1997-05-01,118178.33335
1997-06-01,119538.16669
1997-07-01,119404.33335
1997-08-01,124087.33335
1997-09-01,125480.33335
1997-10-01,128368.16669
1997-11-01,130135.83336
1997-12-01,132670.83336
1998-01-01,138223.33336
1998-02-01,137181.66669
1998-03-01,136784.83336
1998-04-01,139660.33336
1998-05-01,141293.33336
1998-06-01,142822.66669
1998-07-01,144990.50002
1998-08-01,146354.00002
1998-09-01,150835.66669
1998-10-01,156344.66669
1998-11-01,165147.66669
1998-12-01,175476.50003
1999-01-01,189226.66670
1999-02-01,204516.66670
1999-03-01,234225.33337
1999-04-01,246543.66671
1999-05-01,253963.50004
1999-06-01,262608.33338
1999-07-01,265349.16671
1999-08-01,268349.16671
1999-09-01,272650.00005
1999-10-01,278416.66671
1999-11-01,290778.33338
1999-12-01,299940.00005
2000-01-01,305863.33338
2000-02-01,311695.00005
2000-03-01,319990.00005
2000-04-01,329313.33339
2000-05-01,339886.66672
2000-06-01,350510.00006
2000-07-01,363356.66673
2000-08-01,373693.50006
2000-09-01,393361.83340
2000-10-01,408964.33340
2000-11-01,418379.50007
2000-12-01,426730.00007
2001-01-01,437383.33341
2001-02-01,446916.66674
2001-03-01,454983.33341
2001-04-01,464633.33341
2001-05-01,474883.33341
2001-06-01,482533.33341
2001-07-01,489400.00008
2001-08-01,496816.66675
2001-09-01,503933.33342
2001-10-01,513100.00009
2001-11-01,521641.66675
2001-12-01,525933.33342
2002-01-01,534200.00009
2002-02-01,537216.66676
2002-03-01,546095.00009
2002-04-01,551695.00009
2002-05-01,558181.66676
2002-06-01,556537.50009
2002-07-01,549650.66676
2002-08-01,551561.66676
2002-09-01,551935.66676
2002-10-01,554037.00009
2002-11-01,559077.83343
2002-12-01,560897.33343
2003-01-01,557466.66676
2003-02-01,548065.83342
2003-03-01,552241.66676
2003-04-01,561711.16676
2003-05-01,541695.16676
2003-06-01,543607.16676
2003-07-01,544610.16676
2003-08-01,555985.66676
2003-09-01,563322.00009
2003-10-01,552619.50009
2003-11-01,568480.00009
2003-12-01,550209.16676
2004-01-01,542865.00009
2004-02-01,534541.66676
2004-03-01,544092.83342
2004-04-01,565389.66676
2004-05-01,562629.33343
2004-06-01,559494.00009
2004-07-01,556585.66676
2004-08-01,560218.16676
2004-09-01,560354.50009
2004-10-01,548024.66676
2004-11-01,511288.66675
2004-12-01,481829.50008
2005-01-01,484602.33341
2005-02-01,470738.33341
2005-03-01,459506.50008
2005-04-01,467345.16674
2005-05-01,475131.00008
2005-06-01,494916.33342
2005-07-01,493450.00008
2005-08-01,475200.00008
2005-09-01,477466.66675
2005-10-01,498783.33342
2005-11-01,516233.33342
2005-12-01,513933.33342
2006-01-01,501033.33342
2006-02-01,493866.66675
2006-03-01,486283.33341
2006-04-01,474750.00008
2006-05-01,457483.33341
2006-06-01,466883.33341
2006-07-01,469450.00008
2006-08-01,458900.00008
2006-09-01,461566.66674
2006-10-01,464916.66674
2006-11-01,452266.66674
2006-12-01,430566.66674
2007-01-01,435533.33341
2007-02-01,431350.00007
2007-03-01,424116.66674
2007-04-01,411466.66674
2007-05-01,405233.33340
2007-06-01,400866.66673
2007-07-01,380783.33340
2007-08-01,394516.66673
2007-09-01,401516.66673
2007-10-01,392800.00007
2007-11-01,394200.00007
2007-12-01,404116.66673
2008-01-01,418600.00007
2008-02-01,412783.33340
2008-03-01,399483.33340
2008-04-01,385033.33340
2008-05-01,391950.00007
2008-06-01,391766.66673
2008-07-01,378116.66673
2008-08-01,392850.00007
2008-09-01,420616.66674
2008-10-01,468850.00008
2008-11-01,493900.00008
2008-12-01,483766.66675
2009-01-01,533316.66676
2009-02-01,558000.00009
2009-03-01,547516.66676
2009-04-01,529616.66675
2009-05-01,509233.33342
2009-06-01,500583.33342
2009-07-01,499000.00008
2009-08-01,492933.33342
2009-09-01,485166.66675
2009-10-01,481733.33341
2009-11-01,479016.66675
2009-12-01,482533.33341
2010-01-01,483300.00008
2010-02-01,501183.33342
2010-03-01,501883.33342
2010-04-01,512633.33342
2010-05-01,553450.00009
2010-06-01,578333.33343
2010-07-01,556466.66676
2010-08-01,547450.00009
2010-09-01,543933.33342
2010-10-01,513133.33342
2010-11-01,523383.33342
2010-12-01,540650.00009
2011-01-01,531966.66676
2011-02-01,518466.66675
2011-03-01,495600.00008
2011-04-01,472666.66675
2011-05-01,477533.33341
2011-06-01,485566.66675
2011-07-01,495000.00008
2011-08-01,493533.33342
2011-09-01,518183.33342
2011-10-01,525650.00009
2011-11-01,535333.33342
2011-12-01,547716.66676
2012-01-01,560833.33343
2012-02-01,547983.33342
2012-03-01,551000.00009
2012-04-01,554050.00009
2012-05-01,578383.33343
2012-06-01,592833.33343
2012-07-01,616550.00010
2012-08-01,606783.33343
2012-09-01,583600.00010
2012-10-01,585566.66676
2012-11-01,588150.00010
2012-12-01,570666.66676
2013-01-01,549150.00009
2013-02-01,546933.33342
2013-03-01,564650.00009
2013-04-01,561100.00009
2013-05-01,557166.66676
2013-06-01,565383.33343
2013-07-01,563816.66676
2013-08-01,555100.00009
2013-09-01,557283.33343
2013-10-01,543316.66676
2013-11-01,548916.66676
2013-12-01,543016.66676
2014-01-01,553433.33343
2014-02-01,547900.00009
2014-03-01,541800.00009
2014-04-01,538316.66676
2014-05-01,536750.00009
2014-06-01,538983.33342
2014-07-01,542633.33342
2014-08-01,553750.00009
2014-09-01,569333.33343
2014-10-01,580583.33343
2014-11-01,591783.33343
2014-12-01,603083.33343
2015-01-01,644833.33344
2015-02-01,650283.33344
2015-03-01,682216.66678
2015-04-01,681350.00011
2015-05-01,664050.00011
2015-06-01,663383.33344
2015-07-01,671916.66678
2015-08-01,662066.66678
2015-09-01,656366.66678
2015-10-01,655766.66678
2015-11-01,689266.66678
2015-12-01,689833.33345
2016-01-01,695033.33345
2016-02-01,673250.00011
2016-03-01,670016.66678
2016-04-01,657583.33344
2016-05-01,663366.66678
2016-06-01,670950.00011
2016-07-01,675483.33345
2016-08-01,662916.66678
2016-09-01,661666.66678
2016-10-01,679266.66678
2016-11-01,695166.66678
2016-12-01,713666.66679
2017-01-01,706683.33345
2017-02-01,706850.00012
2017-03-01,709383.33345
2017-04-01,704316.66678
2017-05-01,686883.33345
2017-06-01,678566.66678
2017-07-01,661733.33344
2017-08-01,646066.66677
2017-09-01,642933.33344
2017-10-01,650583.33344
2017-11-01,657883.33344
2017-12-01,653100.00011
2018-01-01,635350.00011
2018-02-01,627916.66677
2018-03-01,629733.33344
2018-04-01,631866.66677
2018-05-01,653983.33344
2018-06-01,665183.33344
2018-07-01,663500.00011
2018-08-01,669816.66678
2018-09-01,664133.33344
2018-10-01,676816.66678
2018-11-01,683800.00011
2018-12-01,681133.33345
2019-01-01,686316.66678
2019-02-01,697050.00012
2019-03-01,700700.00012
2019-04-01,704933.33345
2019-05-01,709183.33345
2019-06-01,697316.66678
2019-07-01,702400.00012
2019-08-01,708516.66678
2019-09-01,717100.00012
2019-10-01,716900.00012
2019-11-01,718983.33345
2019-12-01,716450.00012
2020-01-01,717650.00012
2020-02-01,730716.66679
2020-03-01,727216.66679
2020-04-01,741150.00012
2020-05-01,739966.66679
2020-06-01,716083.33345
2020-07-01,703983.33345
2020-08-01,681350.00011
2020-09-01,686650.00011
2020-10-01,690200.00012
2020-11-01,686266.66678
2020-12-01,666750.00011
2021-01-01,667150.00011
2021-02-01,671483.33345
2021-03-01,684400.00011
2021-04-01,686466.66678
2021-05-01,675433.33345
2021-06-01,681066.66678
2021-07-01,694200.00012
2021-08-01,697050.00012
2021-09-01,700316.66678
2021-10-01,711033.33345
2021-11-01,722416.66679
2021-12-01,729816.66679
2022-01-01,728016.66679
2022-02-01,726833.33345
2022-03-01,748483.33346
2022-04-01,760633.33346
2022-05-01,779600.00013
2022-06-01,779266.66680
2022-07-01,808450.00013
2022-08-01,805733.33347
2022-09-01,825516.66680
2022-10-01,835666.66681
2022-11-01,804133.33347
2022-12-01,774616.66680
2023-01-01,761500.00013
2023-02-01,763250.00013
2023-03-01,767183.33346
2023-04-01,750750.00013
2023-05-01,759100.00013
2023-06-01,761883.33346
2023-07-01,744816.66679
2023-08-01,754900.00013
2023-09-01,774500.00013
2023-10-01,783783.33346
2023-11-01,767250.00013
